Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
220,Ray Gaddis\Ray-Gaddis,us USA,DF,Philadelphia,29,1990,34,34,2958,32.9,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,0.5,0.5,1.0,1.5,0.02,0.03,0.05,0.02,0.05,Matches
221,Nicolás Gaitán\Nicolas-Gaitan,ar ARG,MF,Chicago,30,1988,27,25,2006,22.3,4,11,3,1,3,2,1,0.18,0.49,0.67,0.13,0.63,5.6,3.2,6.0,9.2,0.26,0.28,0.55,0.15,0.43,Matches
222,Erickson Gallardo\Erickson-Gallardo,ve VEN,MFFW,Toronto FC,25,1993,5,4,241,2.7,0,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,0.4,0.4,0.5,1.0,0.16,0.21,0.37,0.16,0.37,Matches
223,Boniek García\Boniek-Garcia,hn HON,MF,Houston,34,1984,32,30,2577,28.6,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.7,0.7,1.8,2.5,0.03,0.06,0.09,0.03,0.09,Matches
224,Kevin Garcia\Kevin-Garcia,us USA,DF,Houston,28,1990,12,8,816,9.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
225,Greg Garza\Greg-Garza,us USA,DF,FC Cincinnati,27,1991,13,11,908,10.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.9,0.9,0.00,0.08,0.08,0.00,0.08,Matches
226,Chase Gasper\Chase-Gasper,us USA,DF,Minnesota,23,1996,15,14,1293,14.4,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.02,0.03,0.06,0.02,0.06,Matches
227,Carles Gil\Carles-Gil,es ESP,MFFW,New England,26,1992,34,34,3051,33.9,10,12,6,4,5,5,0,0.29,0.35,0.65,0.18,0.53,7.9,4.1,8.5,12.5,0.23,0.25,0.48,0.12,0.37,Matches
228,Justen Glad\Justen-Glad,us USA,DF,Real Salt Lake,21,1997,23,23,2063,22.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.2,1.3,0.05,0.01,0.06,0.05,0.06,Matches
229,Aníbal Godoy\Anibal-Godoy,pa PAN,MF,San Jose,28,1990,15,15,1343,14.9,0,1,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.9,1.1,0.01,0.06,0.07,0.01,0.07,Matches
230,Erik Godoy\Erik-Godoy,ar ARG,DF,Vancouver,25,1993,29,28,2597,28.9,1,1,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,0.8,0.8,0.8,1.6,0.03,0.03,0.05,0.03,0.05,Matches
231,Leandro González Pirez\Leandro-Gonzalez-Pirez,ar ARG,DF,Atlanta,26,1992,31,31,2699,30.0,1,0,1,0,0,11,1,0.03,0.00,0.03,0.03,0.03,2.2,2.2,0.4,2.6,0.07,0.01,0.09,0.07,0.09,Matches
232,Giancarlo González\Giancarlo-Gonzalez,cr CRC,DF,LA Galaxy,30,1988,20,15,1434,15.9,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.2,0.9,0.04,0.01,0.05,0.04,0.05,Matches
233,Jesse Gonzalez\Jesse-Gonzalez,mx MEX,GK,FC Dallas,23,1995,32,32,2880,32.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
234,Omar Gonzalez\Omar-Gonzalez,us USA,DF,Toronto FC,30,1988,14,14,1260,14.0,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05,Matches
235,Ján Greguš\Jan-Gregus,sk SVK,MF,Minnesota,28,1991,30,30,2677,29.7,1,9,1,0,0,4,1,0.03,0.30,0.34,0.03,0.34,1.7,1.7,5.4,7.1,0.06,0.18,0.24,0.06,0.24,Matches
236,Julian Gressel\Julian-Gressel,de GER,DFFW,Atlanta,25,1993,33,31,2686,29.8,6,11,6,0,0,3,0,0.20,0.37,0.57,0.20,0.57,5.0,5.0,8.8,13.7,0.17,0.29,0.46,0.17,0.46,Matches
237,Carlos Gruezo\Carlos-Gruezo,ec ECU,MF,FC Dallas,23,1995,9,9,783,8.7,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.2,0.9,0.08,0.02,0.10,0.08,0.10,Matches
238,Felipe Gutiérrez\Felipe-Gutierrez,cl CHI,MF,Sporting KC,28,1990,32,31,2716,30.2,12,1,7,5,6,11,0,0.40,0.03,0.43,0.23,0.27,9.5,5.0,4.9,9.9,0.32,0.16,0.48,0.16,0.33,Matches
239,Jeremiah Gutjahr\Jeremiah-Gutjahr,us USA,DF,Chicago,21,1997,8,5,503,5.6,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.0,0.0,0.3,0.4,0.01,0.07,0.08,0.01,0.08,Matches
240,Andrew Gutman\Andrew-Gutman,us USA,DF,FC Cincinnati,22,1996,8,5,483,5.4,0,1,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.2,0.2,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Matches
241,Brad Guzan\Brad-Guzan,us USA,GK,Atlanta,34,1984,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
242,David Guzmán\David-Guzman,cr CRC,MF,Portland,28,1990,5,4,348,3.9,0,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,0.2,0.2,1.3,1.4,0.04,0.33,0.37,0.04,0.37,Matches
243,David Guzmán\David-Guzman,cr CRC,MF,Columbus,28,1990,16,13,1137,12.6,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,1.2,0.06,0.04,0.09,0.06,0.09,Matches
244,Edwin Gyasi\Edwin-Gyasi,gh GHA,FW,FC Dallas,27,1991,4,1,84,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.10,0.03,0.13,0.10,0.13,Matches
245,Joe Gyau\Joe-Gyau,us USA,FWMF,FC Cincinnati,26,1992,8,5,461,5.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.11,0.01,0.12,0.11,0.12,Matches
246,Justin Haak\Justin-Haak,us USA,MF,NYCFC,17,2001,3,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
247,Nick Hagglund\Nick-Hagglund,us USA,DF,FC Cincinnati,26,1992,22,20,1803,20.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.04,0.01,0.05,0.04,0.05,Matches
248,Marlon Hairston\Marlon-Hairston,us USA,FW,Houston,24,1994,12,5,412,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.5,1.3,0.16,0.12,0.28,0.16,0.28,Matches
249,Siad Haji\Siad-Haji,us USA,DFMF,San Jose,19,1999,4,0,44,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
250,Niko Hämäläinen\Niko-Hamalainen,fi FIN,DF,Los Angeles FC,21,1997,3,1,96,1.1,0,1,0,0,0,0,0,0.00,0.94,0.94,0.00,0.94,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
251,Bill Hamid\Bill-Hamid,us USA,GK,D.C. United,28,1990,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
252,Jordan Hamilton\Jordan-Hamilton,ca CAN,FW,Columbus,22,1996,4,0,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.15,0.00,0.15,0.15,0.15,Matches
253,Jordan Hamilton\Jordan-Hamilton,ca CAN,FW,Toronto FC,22,1996,14,7,624,6.9,4,0,4,0,0,0,0,0.58,0.00,0.58,0.58,0.58,4.1,4.1,0.2,4.3,0.59,0.03,0.62,0.59,0.62,Matches
254,Niko Hansen\Niko-Hansen,dk DEN,MFDF,Columbus,24,1994,9,2,252,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.07,0.07,0.00,0.07,Matches
255,Niko Hansen\Niko-Hansen,dk DEN,MFFW,Houston,24,1994,4,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.14,0.00,0.14,0.14,0.14,Matches
256,Jordan Harvey\Jordan-Harvey,us USA,DF,Los Angeles FC,35,1984,30,28,2359,26.2,1,4,1,0,0,4,0,0.04,0.15,0.19,0.04,0.19,1.1,1.1,2.2,3.3,0.04,0.09,0.13,0.04,0.13,Matches
257,Nicolas Hasler\Nicolas-Hasler,li LIE,DF,Chicago,27,1991,3,1,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.03,0.06,0.09,0.03,0.09,Matches
258,Nicolas Hasler\Nicolas-Hasler,li LIE,DF,Sporting KC,27,1991,9,7,636,7.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.7,0.01,0.09,0.10,0.01,0.10,Matches
259,Jacori Hayes\Jacori-Hayes,us USA,MF,FC Dallas,23,1995,19,8,854,9.5,0,2,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,0.4,0.4,0.4,0.7,0.04,0.04,0.08,0.04,0.08,Matches
260,Héber\Heber,br BRA,FW,NYCFC,27,1991,22,18,1573,17.5,15,3,15,0,0,1,0,0.86,0.17,1.03,0.86,1.03,9.9,9.9,2.0,11.9,0.60,0.12,0.72,0.60,0.72,Matches
261,Matt Hedges\Matt-Hedges,us USA,DF,FC Dallas,28,1990,33,33,2883,32.0,1,0,1,0,0,5,1,0.03,0.00,0.03,0.03,0.03,1.5,1.5,0.6,2.1,0.05,0.02,0.06,0.05,0.06,Matches
262,Doneil Henry\Doneil-Henry,ca CAN,DF,Vancouver,25,1993,25,24,2123,23.6,4,0,4,0,0,3,0,0.17,0.00,0.17,0.17,0.17,1.1,1.1,0.0,1.1,0.05,0.00,0.05,0.05,0.05,Matches
263,Fabian Herbers\Fabian-Herbers,de GER,MFFW,Chicago,25,1993,17,7,780,8.7,3,1,3,0,0,3,0,0.35,0.12,0.46,0.35,0.46,1.9,1.9,1.1,2.9,0.21,0.12,0.34,0.21,0.34,Matches
264,Felipe Hernandez\Felipe-Hernandez,us USA,MF,Sporting KC,20,1998,2,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
265,Aaron Herrera\Aaron-Herrera,us USA,DF,Real Salt Lake,21,1997,32,31,2768,30.8,0,3,0,0,0,7,1,0.00,0.10,0.10,0.00,0.10,0.6,0.6,2.3,2.8,0.02,0.07,0.09,0.02,0.09,Matches
266,Federico Higuaín\Federico-Higuain,ar ARG,MF,Columbus,34,1984,14,13,1129,12.5,1,3,1,0,1,2,0,0.08,0.24,0.32,0.08,0.32,2.1,1.3,2.5,3.9,0.17,0.20,0.37,0.11,0.31,Matches
267,Cristian Higuita\Cristian-Higuita,co COL,MF,Orlando City,25,1994,9,7,643,7.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.02,0.05,0.03,0.05,Matches
268,Danny Hoesen\Danny-Hoesen,nl NED,FW,San Jose,28,1991,30,12,1478,16.4,5,3,5,0,0,1,0,0.30,0.18,0.49,0.30,0.49,8.2,8.2,3.1,11.3,0.50,0.19,0.69,0.50,0.69,Matches
269,Ryan Hollingshead\Ryan-Hollingshead,us USA,DF,FC Dallas,27,1991,34,33,2960,32.9,6,1,6,0,0,3,0,0.18,0.03,0.21,0.18,0.21,3.8,3.8,2.0,5.8,0.12,0.06,0.18,0.12,0.18,Matches
270,Erik Holt\Erik-Holt,us USA,DF,Real Salt Lake,22,1996,5,5,370,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
271,Shandon Hopeau\Shandon-Hopeau,us USA,FW,Seattle,20,1998,1,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
272,André Horta\Andre-Horta,pt POR,MF,Los Angeles FC,22,1996,4,2,184,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.11,0.04,0.15,0.11,0.15,Matches
273,Tim Howard\Tim-Howard,us USA,GK,Colorado,39,1979,25,25,2159,24.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
274,Justin Hoyte\Justin-Hoyte,tt TRI,DF,FC Cincinnati,34,1984,17,16,1476,16.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.00,0.01,0.01,0.00,0.01,Matches
275,Erik Hurtado\Erik-Hurtado,us USA,FW,Sporting KC,28,1990,13,8,816,9.1,2,0,2,0,0,1,0,0.22,0.00,0.22,0.22,0.22,3.3,3.3,0.4,3.7,0.37,0.04,0.41,0.37,0.41,Matches
276,Emerson Hyndman\Emerson-Hyndman,us USA,MFFW,Atlanta,22,1996,15,10,987,11.0,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.6,1.6,0.9,2.5,0.15,0.08,0.22,0.15,0.22,Matches
277,Miguel Ibarra\Miguel-Ibarra,us USA,FWMF,Minnesota,28,1990,22,16,1506,16.7,1,1,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,2.4,2.4,2.4,4.7,0.14,0.14,0.28,0.14,0.28,Matches
278,Romario Ibarra\Romario-Ibarra,ec ECU,FW,Minnesota,24,1994,8,4,380,4.2,2,0,2,0,0,1,0,0.47,0.00,0.47,0.47,0.47,1.2,1.2,0.2,1.4,0.28,0.05,0.34,0.28,0.34,Matches
279,Sebastien Ibeagha\Sebastien-Ibeagha,us USA,DF,NYCFC,27,1992,23,11,1117,12.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
280,Zlatan Ibrahimović\Zlatan-Ibrahimovic,se SWE,FW,LA Galaxy,37,1981,29,29,2610,29.0,30,7,24,6,7,7,0,1.03,0.24,1.28,0.83,1.07,22.9,17.4,6.3,23.7,0.79,0.22,1.01,0.60,0.82,Matches
281,Ilsinho\Ilsinho,br BRA,FWMF,Philadelphia,33,1985,28,7,1094,12.2,5,5,5,0,0,2,0,0.41,0.41,0.82,0.41,0.82,2.5,2.4,2.8,5.1,0.21,0.23,0.43,0.19,0.42,Matches
282,Hwang In-beom\Hwang-In-beom,kr KOR,MF,Vancouver,22,1996,34,31,2806,31.2,3,3,2,1,1,6,0,0.10,0.10,0.19,0.06,0.16,3.1,2.3,3.5,5.9,0.10,0.11,0.21,0.07,0.19,Matches
283,Clint Irwin\Clint-Irwin,us USA,GK,Colorado,29,1989,11,9,901,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
284,Andreas Ivan\Andreas-Ivan,ro ROU,FWMF,NY Red Bulls,24,1995,12,5,490,5.4,1,2,1,0,0,0,0,0.18,0.37,0.55,0.18,0.55,1.2,1.2,0.5,1.7,0.23,0.09,0.31,0.23,0.31,Matches
285,Niki Jackson\Niki-Jackson,us USA,FWMF,Colorado,23,1995,4,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.20,0.00,0.20,0.20,0.20,Matches
286,Anthony Jackson-Hamel\Anthony-Jackson-Hamel,ca CAN,FW,Montreal,25,1993,16,6,623,6.9,3,0,3,0,0,0,0,0.43,0.00,0.43,0.43,0.43,1.8,1.8,0.6,2.5,0.27,0.09,0.36,0.27,0.36,Matches
287,Modou Jadama\Modou-Jadama,us USA,DF,Portland,24,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
288,Dejan Jakovic\Dejan-Jakovic,ca CAN,DF,Los Angeles FC,33,1985,3,2,181,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
289,Robin Jansson\Robin-Jansson,se SWE,DF,Orlando City,27,1991,28,28,2420,26.9,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.03,0.00,0.03,0.03,0.03,Matches
290,Leonardo Jara\Leonardo-Jara,ar ARG,DF,D.C. United,27,1991,30,25,2290,25.4,1,5,1,0,0,5,0,0.04,0.20,0.24,0.04,0.24,1.5,1.5,2.4,3.9,0.06,0.09,0.15,0.06,0.15,Matches
291,Hector Jiménez\Hector-Jimenez,us USA,DF,Columbus,30,1988,23,19,1619,18.0,1,2,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17,0.6,0.6,1.6,2.2,0.03,0.09,0.12,0.03,0.12,Matches
292,Sam Johnson\Sam-Johnson,lr LBR,FW,Real Salt Lake,25,1993,24,15,1299,14.4,9,0,9,0,0,1,0,0.62,0.00,0.62,0.62,0.62,4.6,4.6,0.3,4.9,0.32,0.02,0.34,0.32,0.34,Matches
293,Sean Johnson\Sean-Johnson,us USA,GK,NYCFC,29,1989,29,29,2610,29.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
294,Will Johnson\Will-Johnson,ca CAN,MF,Orlando City,32,1987,21,20,1692,18.8,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,1.9,1.8,0.4,2.2,0.10,0.02,0.12,0.09,0.12,Matches
295,DeJuan Jones\DeJuan-Jones,us USA,DFMF,New England,21,1997,20,14,1297,14.4,1,0,1,0,0,0,0,0.07,0.00,0.07,0.07,0.07,1.5,0.8,0.8,1.5,0.10,0.05,0.15,0.05,0.10,Matches
296,Derrick Jones\Derrick-Jones,us USA,MF,Philadelphia,21,1997,2,0,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
297,Joevin Jones\Joevin-Jones,tt TRI,FWDF,Seattle,27,1991,17,9,923,10.3,0,2,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20,0.4,0.4,1.7,2.1,0.04,0.16,0.20,0.04,0.20,Matches
298,Judson\Judson,br BRA,MF,San Jose,25,1993,27,23,1909,21.2,1,0,1,0,0,10,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.5,1.3,0.04,0.02,0.06,0.04,0.06,Matches
299,Florian Jungwirth\Florian-Jungwirth,de GER,DF,San Jose,30,1989,30,30,2670,29.7,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,1.1,1.1,0.1,1.2,0.04,0.00,0.04,0.04,0.04,Matches
300,Vitor Junior\Vitor-Junior,br BRA,DF,LA Galaxy,30,1989,2,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
301,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,FWMF,NY Red Bulls,18,2000,5,1,120,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.14,0.00,0.14,0.14,0.14,Matches
302,Kaku\Kaku,py PAR,MF,NY Red Bulls,24,1995,26,21,1924,21.4,5,4,5,0,0,0,2,0.23,0.19,0.42,0.23,0.42,3.7,3.7,6.6,10.3,0.18,0.31,0.48,0.18,0.48,Matches
303,Brent Kallman\Brent-Kallman,us USA,DF,Minnesota,28,1990,16,14,1283,14.3,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.4,0.6,0.01,0.03,0.04,0.01,0.04,Matches
304,Kei Kamara\Kei-Kamara,sl SLE,FW,Colorado,34,1984,29,29,2539,28.2,14,1,10,4,7,5,1,0.50,0.04,0.53,0.35,0.39,16.5,11.2,2.3,13.5,0.59,0.08,0.67,0.40,0.48,Matches
305,Ola Kamara\Ola-Kamara,no NOR,FW,D.C. United,29,1989,5,3,256,2.8,3,0,3,0,0,0,0,1.05,0.00,1.05,1.05,1.05,1.3,1.3,0.2,1.6,0.47,0.08,0.56,0.47,0.56,Matches
306,Johan Kappelhof\Johan-Kappelhof,nl NED,DF,Chicago,28,1990,29,29,2560,28.4,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,0.5,1.0,0.02,0.02,0.04,0.02,0.04,Matches
307,Guram Kashia\Guram-Kashia,ge GEO,DF,San Jose,31,1987,23,21,1907,21.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.2,1.6,0.06,0.01,0.07,0.06,0.07,Matches
308,Aleksandar Katai\Aleksandar-Katai,rs SRB,FWMF,Chicago,27,1991,29,24,2100,23.3,6,6,6,0,0,3,1,0.26,0.26,0.51,0.26,0.51,5.4,5.4,8.5,13.9,0.23,0.36,0.60,0.23,0.60,Matches
309,Mark-Anthony Kaye\Mark-Anthony-Kaye,ca CAN,MF,Los Angeles FC,24,1994,31,27,2499,27.8,4,8,4,0,0,7,0,0.14,0.29,0.43,0.14,0.43,2.8,2.8,6.1,8.9,0.10,0.22,0.32,0.10,0.32,Matches
310,Kim Kee-hee\Kim-Kee-hee,kr KOR,DF,Seattle,29,1989,30,30,2603,28.9,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,1.8,1.8,0.5,2.3,0.06,0.02,0.08,0.06,0.08,Matches
311,Aboubacar Keita\Aboubacar-Keita,us USA,DF,Columbus,18,2000,10,8,802,8.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
312,Jon Kempin\Jon-Kempin,us USA,GK,Columbus,25,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
313,Jasser Khemiri\Jasser-Khemiri,tn TUN,DF,Vancouver,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
314,Daniel Kinumbe\Daniel-Kinumbe,ca CAN,DF,Montreal,19,1999,1,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
315,Perry Kitchen\Perry-Kitchen,us USA,MF,LA Galaxy,26,1992,8,6,573,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.06,0.06,0.00,0.06,Matches
316,Sacha Kljestan\Sacha-Kljestan,us USA,MFFW,Orlando City,33,1985,23,13,1359,15.1,1,3,1,0,0,3,1,0.07,0.20,0.26,0.07,0.26,2.1,2.1,2.0,4.1,0.14,0.13,0.27,0.14,0.27,Matches
317,Brad Knighton\Brad-Knighton,us USA,GK,New England,33,1985,8,7,663,7.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
318,Kevin Kratz\Kevin-Kratz,de GER,MF,Atlanta,32,1987,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
319,Damir Kreilach\Damir-Kreilach,hr CRO,MFFW,Real Salt Lake,29,1989,32,32,2656,29.5,6,4,5,1,1,6,1,0.20,0.14,0.34,0.17,0.30,5.2,4.4,3.8,8.2,0.18,0.13,0.30,0.15,0.28,Matches
320,Bojan Krkić\Bojan-Krkic,es ESP,MFFW,Montreal,28,1990,8,7,606,6.7,3,0,3,0,0,0,0,0.45,0.00,0.45,0.45,0.45,2.1,2.1,0.6,2.7,0.31,0.09,0.40,0.31,0.40,Matches
321,Ken Krolicki\Ken-Krolicki,us USA,MF,Montreal,22,1996,10,5,528,5.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.4,0.02,0.04,0.06,0.02,0.06,Matches
322,Kenneth Kronholm\Kenneth-Kronholm,de GER,GK,Chicago,33,1985,20,20,1800,20.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
323,Connor Lade\Connor-Lade,us USA,DF,NY Red Bulls,29,1989,11,10,845,9.4,1,1,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,0.2,0.2,0.4,0.6,0.02,0.04,0.07,0.02,0.07,Matches
324,Roland Lamah\Roland-Lamah,be BEL,MFFW,FC Cincinnati,31,1987,28,22,1778,19.8,1,3,1,0,0,0,1,0.05,0.15,0.20,0.05,0.20,2.3,2.3,2.2,4.5,0.12,0.11,0.23,0.12,0.23,Matches
325,Matt Lampson\Matt-Lampson,us USA,GK,LA Galaxy,29,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
326,Foster Langsdorf\Foster-Langsdorf,us USA,FW,Portland,23,1995,2,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
327,Lassi Lappalainen\Lassi-Lappalainen,fi FIN,MFFW,Montreal,20,1998,11,8,682,7.6,5,0,5,0,0,0,0,0.66,0.00,0.66,0.66,0.66,3.0,3.0,0.1,3.1,0.39,0.02,0.41,0.39,0.41,Matches
328,Jeff Larentowicz\Jeff-Larentowicz,us USA,MF,Atlanta,35,1983,27,15,1473,16.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03,Matches
329,Richie Laryea\Richie-Laryea,ca CAN,DF,Toronto FC,24,1995,20,16,1466,16.3,1,2,1,0,0,6,0,0.06,0.12,0.18,0.06,0.18,1.3,1.3,1.7,3.0,0.08,0.11,0.19,0.08,0.19,Matches
