Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
440,Zdeněk Ondrášek\Zdenek-Ondrasek,cz CZE,FW,FC Dallas,30,1988,18,8,751,8.3,7,2,7,0,0,2,0,0.84,0.24,1.08,0.84,1.08,4.5,4.5,1.2,5.7,0.54,0.14,0.69,0.54,0.69,Matches
441,Nedum Onuoha\Nedum-Onuoha,eng ENG,DF,Real Salt Lake,32,1986,27,26,2336,26.0,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.3,1.0,0.03,0.01,0.04,0.03,0.04,Matches
442,Ike Opara\Ike-Opara,us USA,DF,Minnesota,29,1989,30,29,2566,28.5,3,1,3,0,0,4,0,0.11,0.04,0.14,0.11,0.14,2.1,2.1,1.0,3.1,0.07,0.03,0.11,0.07,0.11,Matches
443,Kofi Opare\Kofi-Opare,ca CAN,DF,Colorado,28,1990,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
444,Jonathan Osorio\Jonathan-Osorio,ca CAN,MFFW,Toronto FC,26,1992,24,18,1757,19.5,5,3,5,0,1,2,0,0.26,0.15,0.41,0.26,0.41,4.3,3.5,1.9,5.3,0.22,0.10,0.31,0.18,0.27,Matches
445,David Ousted\David-Ousted,dk DEN,GK,Chicago,33,1985,14,14,1260,14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
446,Juan Pablo Torres\Juan-Pablo-Torres,us USA,FW,NYCFC,19,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
447,Diego Palacios\Diego-Palacios,ec ECU,DF,Los Angeles FC,19,1999,2,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.17,0.00,0.17,0.17,0.17,Matches
448,Cristhian Paredes\Cristhian-Paredes,py PAR,MF,Portland,20,1998,22,19,1647,18.3,4,2,4,0,0,2,0,0.22,0.11,0.33,0.22,0.33,3.2,3.2,1.6,4.7,0.17,0.09,0.26,0.17,0.26,Matches
449,Tim Parker\Tim-Parker,us USA,DF,NY Red Bulls,25,1993,31,26,2388,26.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.2,1.5,0.05,0.01,0.06,0.05,0.06,Matches
450,Michael Parkhurst\Michael-Parkhurst,us USA,DF,Atlanta,35,1984,20,15,1444,16.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.8,0.02,0.03,0.05,0.02,0.05,Matches
451,Keaton Parks\Keaton-Parks,us USA,MF,NYCFC,21,1997,22,14,1322,14.7,1,1,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,2.0,2.0,1.7,3.8,0.14,0.12,0.26,0.14,0.26,Matches
452,Kevin Partida\Kevin-Partida,us USA,FW,San Jose,23,1995,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
453,Santiago Patiño\Santiago-Patino,us USA,FW,Orlando City,21,1997,11,3,328,3.6,2,1,2,0,0,1,0,0.55,0.27,0.82,0.55,0.82,2.2,2.2,1.0,3.2,0.59,0.29,0.88,0.59,0.88,Matches
454,Cristian Pavón\Cristian-Pavon,ar ARG,FW,LA Galaxy,23,1996,11,11,971,10.8,3,4,3,0,0,1,0,0.28,0.37,0.65,0.28,0.65,2.8,2.8,3.8,6.6,0.26,0.35,0.61,0.26,0.61,Matches
455,PC\PC,br BRA,FWDF,Vancouver,24,1994,18,9,814,9.0,0,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.6,0.6,0.7,1.3,0.07,0.07,0.14,0.07,0.14,Matches
456,Marquinhos Pedroso\Marquinhos-Pedroso,br BRA,DF,FC Dallas,25,1993,2,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
457,Marquinhos Pedroso\Marquinhos-Pedroso,br BRA,DF,D.C. United,25,1993,4,3,285,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.03,0.05,0.02,0.05,Matches
458,Ronaldo Peña\Ronaldo-Pena,ve VEN,FWMF,Houston,21,1997,4,2,159,1.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.08,0.05,0.13,0.08,0.13,Matches
459,Cristian Penilla\Cristian-Penilla,ec ECU,MFFW,New England,27,1991,30,18,1784,19.8,6,5,6,0,0,2,0,0.30,0.25,0.55,0.30,0.55,6.6,6.6,4.7,11.2,0.33,0.24,0.57,0.33,0.57,Matches
460,Ricardo Pepi\Ricardo-Pepi,us USA,MFFW,FC Dallas,16,2003,7,0,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.1,0.41,0.82,1.23,0.41,1.23,Matches
461,Dion Pereira\Dion-Pereira,eng ENG,FWDF,Atlanta,19,1999,18,7,671,7.5,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,1.1,1.3,0.03,0.15,0.18,0.03,0.18,Matches
462,Mauricio Pereyra\Mauricio-Pereyra,uy URU,MFFW,Orlando City,28,1990,6,5,392,4.4,0,2,0,0,0,1,0,0.00,0.46,0.46,0.00,0.46,0.1,0.1,1.5,1.6,0.02,0.34,0.36,0.02,0.36,Matches
463,Adrien Perez\Adrien-Perez,us USA,FW,Los Angeles FC,23,1995,12,1,215,2.4,1,0,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,1.5,1.5,0.2,1.7,0.64,0.07,0.71,0.64,0.71,Matches
464,Javier Pérez\Javier-Perez,es ESP,MF,Los Angeles FC,22,1996,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.16,0.18,0.34,0.16,0.34,Matches
465,Joshua Pérez\Joshua-Perez,us USA,FWMF,Los Angeles FC,21,1998,13,4,457,5.1,1,1,1,0,0,0,0,0.20,0.20,0.39,0.20,0.39,2.5,2.5,0.4,2.9,0.50,0.07,0.57,0.50,0.57,Matches
466,Ignacio Piatti\Ignacio-Piatti,ar ARG,FW,Montreal,33,1985,11,9,754,8.4,3,1,3,0,0,1,0,0.36,0.12,0.48,0.36,0.48,2.0,2.0,0.9,2.9,0.24,0.11,0.35,0.24,0.35,Matches
467,Fafà Picault\Fafa-Picault,us USA,FW,Philadelphia,27,1991,32,21,1862,20.7,4,4,4,0,0,4,0,0.19,0.19,0.39,0.19,0.39,7.0,7.0,2.8,9.7,0.34,0.13,0.47,0.34,0.47,Matches
468,Samuel Piette\Samuel-Piette,ca CAN,MF,Montreal,24,1994,25,25,2219,24.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.02,0.03,0.05,0.02,0.05,Matches
469,Donovan Pines\Donovan-Pines,us USA,DF,D.C. United,20,1998,10,9,785,8.7,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.3,0.5,0.03,0.03,0.06,0.03,0.06,Matches
470,Joao Plata\Joao-Plata,ec ECU,FWMF,Real Salt Lake,26,1992,17,2,317,3.5,1,0,0,1,1,0,0,0.28,0.00,0.28,0.00,0.00,1.5,0.8,0.3,1.1,0.44,0.09,0.53,0.23,0.32,Matches
471,Florentin Pogba\Florentin-Pogba,gn GUI,DF,Atlanta,28,1990,13,8,783,8.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.05,0.01,0.05,Matches
472,Diego Polenta\Diego-Polenta,uy URU,DF,LA Galaxy,26,1992,28,28,2519,28.0,1,2,1,0,0,10,1,0.04,0.07,0.11,0.04,0.11,1.1,1.1,2.3,3.4,0.04,0.08,0.12,0.04,0.12,Matches
473,Andy Polo\Andy-Polo,pe PER,MFFW,Portland,24,1994,19,12,1047,11.6,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.8,0.8,1.2,1.9,0.07,0.10,0.17,0.07,0.17,Matches
474,Paxton Pomykal\Paxton-Pomykal,us USA,MF,FC Dallas,19,1999,25,20,1878,20.9,2,2,2,0,0,4,0,0.10,0.10,0.19,0.10,0.19,2.3,2.3,3.1,5.5,0.11,0.15,0.26,0.11,0.26,Matches
475,Chris Pontius\Chris-Pontius,us USA,FW,LA Galaxy,31,1987,18,6,703,7.8,2,2,2,0,0,0,0,0.26,0.26,0.51,0.26,0.51,2.5,2.5,2.0,4.5,0.33,0.25,0.58,0.33,0.58,Matches
476,Justin Portillo\Justin-Portillo,us USA,MF,Real Salt Lake,26,1992,4,2,194,2.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
477,Alvas Powell\Alvas-Powell,jm JAM,DF,FC Cincinnati,24,1994,13,10,969,10.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.9,0.04,0.04,0.09,0.04,0.09,Matches
478,Dillon Powers\Dillon-Powers,us USA,MF,Orlando City,27,1991,7,7,619,6.9,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.3,0.4,0.01,0.04,0.05,0.01,0.05,Matches
479,Alejandro Pozuelo\Alejandro-Pozuelo,es ESP,MFFW,Toronto FC,27,1991,30,28,2518,28.0,12,7,7,5,6,5,1,0.43,0.25,0.68,0.25,0.50,9.0,4.4,7.5,11.9,0.32,0.27,0.59,0.16,0.42,Matches
480,Jack Price\Jack-Price,eng ENG,MF,Colorado,26,1992,27,25,2226,24.7,1,10,1,0,0,9,1,0.04,0.40,0.44,0.04,0.44,0.2,0.2,6.0,6.2,0.01,0.24,0.25,0.01,0.25,Matches
481,Kacper Przybyłko\Kacper-Przybylko,pl POL,FW,Philadelphia,25,1993,26,25,2241,24.9,15,4,15,0,1,5,0,0.60,0.16,0.76,0.60,0.76,12.3,11.5,3.4,14.9,0.49,0.13,0.63,0.46,0.60,Matches
482,Andrew Putna\Andrew-Putna,us USA,GK,Real Salt Lake,24,1994,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
483,Valeri Qazaishvili\Valeri-Qazaishvili,ge GEO,FWMF,San Jose,26,1993,32,24,2094,23.3,8,5,8,0,0,1,0,0.34,0.21,0.56,0.34,0.56,6.9,6.9,2.9,9.8,0.30,0.13,0.42,0.30,0.42,Matches
484,Darwin Quintero\Darwin-Quintero,co COL,MFFW,Minnesota,31,1987,30,26,2197,24.4,10,5,7,3,4,5,0,0.41,0.20,0.61,0.29,0.49,11.7,8.6,5.0,13.7,0.48,0.21,0.68,0.35,0.56,Matches
485,Romell Quioto\Romell-Quioto,hn HON,FW,Houston,27,1991,18,8,796,8.8,2,2,1,1,1,5,1,0.23,0.23,0.45,0.11,0.34,2.3,1.6,2.6,4.1,0.26,0.29,0.55,0.18,0.47,Matches
486,Jukka Raitala\Jukka-Raitala,fi FIN,DF,Montreal,30,1988,26,23,2084,23.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.4,0.00,0.02,0.02,0.00,0.02,Matches
487,Christian Ramirez\Christian-Ramirez,us USA,FWMF,Houston,27,1991,10,7,674,7.5,5,1,5,0,0,0,0,0.67,0.13,0.80,0.67,0.80,3.8,3.8,0.8,4.6,0.50,0.11,0.61,0.50,0.61,Matches
488,Christian Ramirez\Christian-Ramirez,us USA,FW,Los Angeles FC,27,1991,17,13,948,10.5,4,2,4,0,0,0,0,0.38,0.19,0.57,0.38,0.57,5.8,5.8,1.3,7.2,0.55,0.13,0.68,0.55,0.68,Matches
489,Greg Ranjitsingh\Greg-Ranjitsingh,tt TRI,GK,Orlando City,25,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
490,Matthew Real\Matthew-Real,us USA,DFMF,Philadelphia,19,1999,3,1,68,0.8,0,1,0,0,0,1,0,0.00,1.32,1.32,0.00,1.32,0.1,0.1,0.2,0.4,0.19,0.29,0.48,0.19,0.48,Matches
491,Eric Remedi\Eric-Remedi,ar ARG,MF,Atlanta,23,1995,28,25,2050,22.8,0,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,1.0,1.6,0.02,0.05,0.07,0.02,0.07,Matches
492,Justin Rennicks\Justin-Rennicks,us USA,FW,New England,19,1999,2,1,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.44,0.02,0.46,0.44,0.46,Matches
493,Yordy Reyna\Yordy-Reyna,pe PER,FWMF,Vancouver,25,1993,25,22,1988,22.1,7,1,7,0,1,5,0,0.32,0.05,0.36,0.32,0.36,4.6,3.9,2.8,6.7,0.21,0.13,0.34,0.18,0.30,Matches
494,Bryan Reynolds\Bryan-Reynolds,us USA,FWDF,FC Dallas,17,2001,10,1,119,1.3,0,1,0,0,0,0,0,0.00,0.76,0.76,0.00,0.76,0.1,0.1,0.3,0.3,0.04,0.21,0.25,0.04,0.25,Matches
495,Spencer Richey\Spencer-Richey,us USA,GK,FC Cincinnati,26,1992,19,19,1710,19.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
496,Tosaint Ricketts\Tosaint-Ricketts,ca CAN,FW,Vancouver,31,1987,8,6,479,5.3,1,1,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38,2.4,2.4,0.1,2.5,0.44,0.03,0.47,0.44,0.47,Matches
497,Nick Rimando\Nick-Rimando,us USA,GK,Real Salt Lake,39,1979,29,29,2610,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
498,Alexander Ring\Alexander-Ring,fi FIN,MF,NYCFC,27,1991,31,31,2790,31.0,4,4,4,0,0,12,0,0.13,0.13,0.26,0.13,0.26,3.2,3.2,2.4,5.6,0.11,0.08,0.19,0.11,0.19,Matches
499,Andrés Ríos\Andres-Rios,ar ARG,MFFW,San Jose,29,1989,10,1,270,3.0,1,0,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,0.6,0.6,0.7,1.3,0.20,0.23,0.43,0.20,0.43,Matches
500,Thomas Roberts\Thomas-Roberts,us USA,MFFW,FC Dallas,17,2001,6,3,237,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.13,0.16,0.03,0.16,Matches
501,Robinho\Robinho,br BRA,FW,Orlando City,24,1995,6,3,234,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.14,0.04,0.18,0.14,0.18,Matches
502,Robinho\Robinho,br BRA,FW,Columbus,24,1995,19,13,1112,12.4,0,2,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,2.2,2.2,1.5,3.7,0.17,0.12,0.30,0.17,0.30,Matches
503,Jalen Robinson\Jalen-Robinson,us USA,DF,D.C. United,24,1994,10,5,414,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.01,0.01,0.01,Matches
504,Miles Robinson\Miles-Robinson,us USA,DF,Atlanta,21,1997,34,33,2979,33.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.2,1.5,0.04,0.00,0.04,0.04,0.04,Matches
505,Luis Robles\Luis-Robles,us USA,GK,NY Red Bulls,34,1984,33,33,2970,33.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
506,Tony Rocha\Tony-Rocha,bz BLZ,MFDF,NYCFC,25,1993,17,9,876,9.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
507,Angelo Rodríguez\Angelo-Rodriguez,co COL,FW,Minnesota,29,1989,28,21,1745,19.4,5,1,4,1,1,2,0,0.26,0.05,0.31,0.21,0.26,10.0,9.3,1.8,11.1,0.52,0.09,0.61,0.48,0.57,Matches
508,Brian Rodríguez\Brian-Rodriguez,uy URU,FW,Los Angeles FC,18,2000,7,5,384,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.9,2.2,0.32,0.20,0.53,0.32,0.53,Matches
509,Lucas Rodríguez\Lucas-Rodriguez,ar ARG,FWMF,D.C. United,21,1997,33,31,2699,30.0,6,3,6,0,0,5,0,0.20,0.10,0.30,0.20,0.30,3.4,3.4,1.3,4.7,0.11,0.04,0.16,0.11,0.16,Matches
510,Memo Rodriguez\Memo-Rodriguez,us USA,FWMF,Houston,23,1995,26,16,1387,15.4,7,2,7,0,0,3,0,0.45,0.13,0.58,0.45,0.58,6.2,6.2,2.2,8.5,0.41,0.15,0.55,0.41,0.55,Matches
511,Víctor Rodríguez\Victor-Rodriguez,es ESP,FWMF,Seattle,29,1989,17,14,1117,12.4,2,3,1,1,1,1,0,0.16,0.24,0.40,0.08,0.32,3.1,2.3,3.0,5.3,0.25,0.24,0.49,0.19,0.43,Matches
512,Alex Roldan\Alex-Roldan,us USA,FWMF,Seattle,22,1996,9,5,443,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.05,0.01,0.06,0.05,0.06,Matches
513,Cristian Roldan\Cristian-Roldan,us USA,MFFW,Seattle,23,1995,29,29,2537,28.2,6,3,6,0,0,4,1,0.21,0.11,0.32,0.21,0.32,3.6,3.6,2.9,6.5,0.13,0.10,0.23,0.13,0.23,Matches
514,David Romney\David-Romney,us USA,DF,LA Galaxy,25,1993,12,10,928,10.3,0,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,0.8,0.8,0.5,1.3,0.08,0.05,0.12,0.08,0.12,Matches
515,Eloy Room\Eloy-Room,cw CUW,GK,Columbus,29,1989,12,12,1080,12.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
516,Wayne Rooney\Wayne-Rooney,eng ENG,FW,D.C. United,33,1985,28,27,2313,25.7,11,7,7,4,4,5,2,0.43,0.27,0.70,0.27,0.54,11.2,8.1,6.1,14.3,0.43,0.24,0.67,0.32,0.55,Matches
517,Andy Rose\Andy-Rose,au AUS,MFDF,Vancouver,28,1990,24,20,1851,20.6,1,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,1.6,1.6,0.0,1.6,0.08,0.00,0.08,0.08,0.08,Matches
518,Oriol Rosell\Oriol-Rosell,es ESP,MF,Orlando City,26,1992,20,16,1466,16.3,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.8,0.03,0.02,0.05,0.03,0.05,Matches
519,Keegan Rosenberry\Keegan-Rosenberry,us USA,DF,Colorado,25,1993,34,34,3060,34.0,1,3,1,0,0,3,0,0.03,0.09,0.12,0.03,0.12,0.9,0.9,2.7,3.6,0.03,0.08,0.11,0.03,0.11,Matches
520,Diego Rossi\Diego-Rossi,uy URU,FW,Los Angeles FC,20,1998,34,33,2891,32.1,16,6,16,0,0,2,0,0.50,0.19,0.68,0.50,0.68,12.2,12.2,7.8,19.9,0.38,0.24,0.62,0.38,0.62,Matches
521,Brian Rowe\Brian-Rowe,us USA,GK,Orlando City,30,1988,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
522,Kelyn Rowe\Kelyn-Rowe,us USA,MF,Real Salt Lake,27,1991,4,2,181,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
523,Kelyn Rowe\Kelyn-Rowe,us USA,FWMF,Sporting KC,27,1991,14,7,693,7.7,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,2.0,2.0,0.4,2.4,0.26,0.05,0.31,0.26,0.31,Matches
524,Daniel Royer\Daniel-Royer,at AUT,FW,NY Red Bulls,28,1990,31,26,2314,25.7,11,6,7,4,5,1,0,0.43,0.23,0.66,0.27,0.51,14.1,10.3,4.7,15.0,0.55,0.18,0.73,0.40,0.58,Matches
525,Ruan\Ruan,br BRA,DF,Orlando City,23,1995,25,23,2097,23.3,0,4,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.9,0.9,4.4,5.2,0.04,0.19,0.23,0.04,0.23,Matches
526,Diego Rubio\Diego-Rubio,cl CHI,MFFW,Colorado,25,1993,26,25,2054,22.8,11,4,11,0,0,10,1,0.48,0.18,0.66,0.48,0.66,6.2,6.2,3.3,9.5,0.27,0.15,0.42,0.27,0.42,Matches
527,Raúl Ruidíaz\Raul-Ruidiaz,pe PER,FW,Seattle,28,1990,22,20,1793,19.9,11,2,11,0,0,0,0,0.55,0.10,0.65,0.55,0.65,11.7,11.7,2.6,14.3,0.59,0.13,0.72,0.59,0.72,Matches
528,Albert Rusnák\Albert-Rusnak,sk SVK,MFFW,Real Salt Lake,24,1994,29,28,2450,27.2,10,3,6,4,5,2,0,0.37,0.11,0.48,0.22,0.33,8.6,4.8,4.3,9.1,0.32,0.16,0.48,0.18,0.34,Matches
529,Johnny Russell\Johnny-Russell,sco SCO,FWMF,Sporting KC,28,1990,28,24,2113,23.5,9,6,9,0,0,1,0,0.38,0.26,0.64,0.38,0.64,6.1,6.1,7.2,13.3,0.26,0.31,0.57,0.26,0.57,Matches
530,Abdul Rwatubyaye\Abdul-Rwatubyaye,rw RWA,DF,Sporting KC,22,1996,2,1,165,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
531,Marc Rzatkowski\Marc-Rzatkowski,de GER,MFFW,NY Red Bulls,28,1990,28,26,2315,25.7,2,3,2,0,0,4,0,0.08,0.12,0.19,0.08,0.19,2.2,2.2,4.8,7.0,0.09,0.19,0.27,0.09,0.27,Matches
532,Bacary Sagna\Bacary-Sagna,fr FRA,DF,Montreal,35,1983,26,25,2179,24.2,1,2,1,0,0,7,1,0.04,0.08,0.12,0.04,0.12,0.7,0.7,2.3,3.0,0.03,0.09,0.12,0.03,0.12,Matches
533,Kenny Saief\Kenny-Saief,us USA,FWMF,FC Cincinnati,25,1993,9,6,566,6.3,1,2,1,0,0,0,0,0.16,0.32,0.48,0.16,0.48,1.0,1.0,1.7,2.7,0.16,0.27,0.43,0.16,0.43,Matches
534,Michael Salazar\Michael-Salazar,bz BLZ,FWMF,Houston,26,1992,7,1,159,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.01,0.08,0.07,0.08,Matches
535,Shea Salinas\Shea-Salinas,us USA,MFDF,San Jose,32,1986,28,12,1345,14.9,6,3,6,0,0,3,0,0.40,0.20,0.60,0.40,0.60,4.9,4.9,3.3,8.2,0.33,0.22,0.55,0.33,0.55,Matches
536,Dániel Sallói\Daniel-Salloi,hu HUN,FWMF,Sporting KC,22,1996,28,16,1545,17.2,1,1,1,0,1,1,1,0.06,0.06,0.12,0.06,0.12,6.2,5.5,2.0,7.5,0.36,0.12,0.48,0.32,0.44,Matches
537,Ilie Sánchez\Ilie-Sanchez,es ESP,MF,Sporting KC,28,1990,32,27,2510,27.9,2,4,1,1,1,7,1,0.07,0.14,0.22,0.04,0.18,2.2,1.5,2.2,3.6,0.08,0.08,0.16,0.05,0.13,Matches
538,James Sands\James-Sands,us USA,DFMF,NYCFC,18,2000,19,18,1485,16.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.00,0.01,0.02,0.00,0.02,Matches
539,Lamine Sané\Lamine-Sane,sn SEN,DF,Orlando City,31,1987,26,25,2275,25.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.02,0.01,0.03,0.02,0.03,Matches
540,Harold Santiago Mosquera\Harold-Santiago-Mosquera,co COL,FWMF,FC Dallas,23,1995,23,12,1173,13.0,3,1,3,0,0,0,0,0.23,0.08,0.31,0.23,0.31,2.6,2.6,1.7,4.3,0.20,0.13,0.33,0.20,0.33,Matches
541,Sergio Santos Gomes\Sergio-Santos-Gomes,br BRA,FWMF,Philadelphia,24,1994,17,5,626,7.0,4,1,4,0,0,2,0,0.58,0.14,0.72,0.58,0.72,3.8,3.8,0.4,4.2,0.55,0.06,0.60,0.55,0.60,Matches
542,Pedro Santos\Pedro-Santos,pt POR,FWMF,Columbus,30,1988,33,30,2761,30.7,11,5,10,1,1,7,0,0.36,0.16,0.52,0.33,0.49,5.7,5.0,6.0,11.0,0.19,0.19,0.38,0.16,0.36,Matches
543,C.J. Sapong\CJ-Sapong,us USA,FW,Chicago,30,1988,32,29,2547,28.3,13,1,13,0,0,3,0,0.46,0.04,0.49,0.46,0.49,10.9,10.9,1.9,12.8,0.40,0.07,0.47,0.40,0.47,Matches
544,Sebastián Saucedo\Sebastian-Saucedo,us USA,FWMF,Real Salt Lake,22,1997,26,13,1192,13.2,2,4,2,0,0,6,0,0.15,0.30,0.45,0.15,0.45,1.6,1.6,1.9,3.6,0.12,0.15,0.27,0.12,0.27,Matches
545,Gastón Sauro\Gaston-Sauro,ar ARG,DF,Columbus,28,1990,15,15,1284,14.3,2,0,2,0,0,4,0,0.14,0.00,0.14,0.14,0.14,0.8,0.8,0.7,1.5,0.05,0.05,0.10,0.05,0.10,Matches
546,Jefferson Savarino\Jefferson-Savarino,ve VEN,FWMF,Real Salt Lake,22,1996,28,27,2315,25.7,8,5,8,0,0,1,1,0.31,0.19,0.51,0.31,0.51,5.3,5.3,3.1,8.4,0.21,0.12,0.33,0.21,0.33,Matches
547,Tate Schmitt\Tate-Schmitt,us USA,FW,Real Salt Lake,21,1997,6,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
548,Rasmus Schüller\Rasmus-Schuller,fi FIN,MFFW,Minnesota,27,1991,15,11,921,10.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.5,1.4,0.09,0.05,0.14,0.09,0.14,Matches
549,Bastian Schweinsteiger\Bastian-Schweinsteiger,de GER,DFMF,Chicago,34,1984,30,30,2675,29.7,1,3,1,0,0,10,0,0.03,0.10,0.13,0.03,0.13,1.1,1.1,1.6,2.7,0.04,0.06,0.09,0.04,0.09,Matches
