Player,Min,year,PlayerName,PlayerID
Zack Steffen\Zack-Steffen,1170,2019,Zack Steffen,Zack-Steffen
Zakaria Diallo\Zakaria-Diallo,2036,2019,Zakaria Diallo,Zakaria-Diallo
Zarek Valentin\Zarek-Valentin,1625,2019,Zarek Valentin,Zarek-Valentin
Zdeněk Ondrášek\Zdenek-Ondrasek,751,2019,Zdeněk Ondrášek,Zdenek-Ondrasek
Zlatan Ibrahimović\Zlatan-Ibrahimovic,2610,2019,Zlatan Ibrahimović,Zlatan-Ibrahimovic
Zoltán Stieber\Zoltan-Stieber,305,2019,Zoltán Stieber,Zoltan-Stieber
A.J. DeLaGarza\AJ-DeLaGarza,426,2020,A.J. DeLaGarza,AJ-DeLaGarza
Aaron Herrera\Aaron-Herrera,1795,2020,Aaron Herrera,Aaron-Herrera
Aaron Long\Aaron-Long,1329,2020,Aaron Long,Aaron-Long
Aaron Schoenfeld\Aaron-Schoenfeld,398,2020,Aaron Schoenfeld,Aaron-Schoenfeld
Aboubacar Keita\Aboubacar-Keita,942,2020,Aboubacar Keita,Aboubacar-Keita
Abu Danladi\Abu-Danladi,580,2020,Abu Danladi,Abu-Danladi
Adam Buksa\Adam-Buksa,1500,2020,Adam Buksa,Adam-Buksa
Adam Jahn\Adam-Jahn,1069,2020,Adam Jahn,Adam-Jahn
Adam Lundqvist\Adam-Lundqvist,1814,2020,Adam Lundqvist,Adam-Lundqvist
Adama Diomande\Adama-Diomande,17,2020,Adama Diomande,Adama-Diomande
Adrien Perez\Adrien-Perez,302,2020,Adrien Perez,Adrien-Perez
Adrien Regattin\Adrien-Regattin,629,2020,Adrien Regattin,Adrien-Regattin
Aidan Morris\Aidan-Morris,366,2020,Aidan Morris,Aidan-Morris
Alan Pulido\Alan-Pulido,958,2020,Alan Pulido,Alan-Pulido
Alan Winn\Alan-Winn,243,2020,Alan Winn,Alan-Winn
Albert Rusnák\Albert-Rusnak,1288,2020,Albert Rusnák,Albert-Rusnak
Alberth Elis\Alberth-Elis,377,2020,Alberth Elis,Alberth-Elis
Alejandro Bedoya\Alejandro-Bedoya,1827,2020,Alejandro Bedoya,Alejandro-Bedoya
Alejandro Fuenmayor\Alejandro-Fuenmayor,302,2020,Alejandro Fuenmayor,Alejandro-Fuenmayor
Alejandro Pozuelo\Alejandro-Pozuelo,2009,2020,Alejandro Pozuelo,Alejandro-Pozuelo
Aleksandar Katai\Aleksandar-Katai,115,2020,Aleksandar Katai,Aleksandar-Katai
Alex Bono\Alex-Bono,270,2020,Alex Bono,Alex-Bono
Alex DeJohn\Alex-DeJohn,58,2020,Alex DeJohn,Alex-DeJohn
Alex Muyl\Alex-Muyl,1145,2020,Alex Muyl,Alex-Muyl
Alex Roldan\Alex-Roldan,580,2020,Alex Roldan,Alex-Roldan
Alexander Alvarado\Alexander-Alvarado,27,2020,Alexander Alvarado,Alexander-Alvarado
Alexander Büttner\Alexander-Buttner,1248,2020,Alexander Büttner,Alexander-Buttner
Alexander Callens\Alexander-Callens,1934,2020,Alexander Callens,Alexander-Callens
Alexander Ring\Alexander-Ring,2014,2020,Alexander Ring,Alexander-Ring
Alexandru Mitriță\Alexandru-Mitrita,698,2020,Alexandru Mitriță,Alexandru-Mitrita
Ali Adnan Kadhim\Ali-Adnan-Kadhim,1767,2020,Ali Adnan Kadhim,Ali-Adnan-Kadhim
Alistair Johnston\Alistair-Johnston,1365,2020,Alistair Johnston,Alistair-Johnston
Aljaž Ivačič\Aljaz-Ivacic,180,2020,Aljaž Ivačič,Aljaz-Ivacic
Aljaž Struna\Aljaz-Struna,1435,2020,Aljaž Struna,Aljaz-Struna
Allan Cruz\Allan-Cruz,752,2020,Allan Cruz,Allan-Cruz
Alvas Powell\Alvas-Powell,199,2020,Alvas Powell,Alvas-Powell
Amadou Dia\Amadou-Dia,847,2020,Amadou Dia,Amadou-Dia
Amar Sejdic\Amar-Sejdic,688,2020,Amar Sejdic,Amar-Sejdic
Amro Tarek\Amro-Tarek,937,2020,Amro Tarek,Amro-Tarek
Andre Blake\Andre-Blake,1889,2020,Andre Blake,Andre-Blake
Andre Reynolds II\Andre-Reynolds-II,17,2020,Andre Reynolds II,Andre-Reynolds-II
Andre Shinyashiki\Andre-Shinyashiki,1028,2020,Andre Shinyashiki,Andre-Shinyashiki
Andreu Fontàs\Andreu-Fontas,270,2020,Andreu Fontàs,Andreu-Fontas
Andrew Farrell\Andrew-Farrell,1711,2020,Andrew Farrell,Andrew-Farrell
Andrew Gutman\Andrew-Gutman,1443,2020,Andrew Gutman,Andrew-Gutman
Andrew Putna\Andrew-Putna,1350,2020,Andrew Putna,Andrew-Putna
Andrew Tarbell\Andrew-Tarbell,560,2020,Andrew Tarbell,Andrew-Tarbell
Andrew Wooten\Andrew-Wooten,453,2020,Andrew Wooten,Andrew-Wooten
Andrés Flores\Andres-Flores,187,2020,Andrés Flores,Andres-Flores
Andrés Perea\Andres-Perea,1201,2020,Andrés Perea,Andres-Perea
Andrés Reyes\Andres-Reyes,1096,2020,Andrés Reyes,Andres-Reyes
Andrés Ricaurte\Andres-Ricaurte,1105,2020,Andrés Ricaurte,Andres-Ricaurte
Andrés Ríos\Andres-Rios,1704,2020,Andrés Ríos,Andres-Rios
Andy Najar\Andy-Najar,185,2020,Andy Najar,Andy-Najar
Andy Polo\Andy-Polo,756,2020,Andy Polo,Andy-Polo
Andy Rose\Andy-Rose,853,2020,Andy Rose,Andy-Rose
Anthony Fontana\Anthony-Fontana,513,2020,Anthony Fontana,Anthony-Fontana
Anthony Jackson-Hamel\Anthony-Jackson-Hamel,196,2020,Anthony Jackson-Hamel,Anthony-Jackson-Hamel
Anton Tinnerholm\Anton-Tinnerholm,2001,2020,Anton Tinnerholm,Anton-Tinnerholm
Anton Walkes\Anton-Walkes,1336,2020,Anton Walkes,Anton-Walkes
Antonio Carlos\Antonio-Carlos,1636,2020,Antonio Carlos,Antonio-Carlos
Antonio Delamea Mlinar\Antonio-Delamea-Mlinar,320,2020,Antonio Delamea Mlinar,Antonio-Delamea-Mlinar
Aníbal Godoy\Anibal-Godoy,1490,2020,Aníbal Godoy,Anibal-Godoy
Ariel Lassiter\Ariel-Lassiter,947,2020,Ariel Lassiter,Ariel-Lassiter
Artur\Artur,1831,2020,Artur,Artur
Auro\Auro,1493,2020,Auro,Auro
Auston Trusty\Auston-Trusty,528,2020,Auston Trusty,Auston-Trusty
Axel Sjöberg\Axel-Sjoberg,170,2020,Axel Sjöberg,Axel-Sjoberg
Ayo Akinola\Ayo-Akinola,1060,2020,Ayo Akinola,Ayo-Akinola
Bakaye Dibassy\Bakaye-Dibassy,859,2020,Bakaye Dibassy,Bakaye-Dibassy
Ballou Tabla\Ballou-Tabla,102,2020,Ballou Tabla,Ballou-Tabla
Ben Mines\Ben-Mines,175,2020,Ben Mines,Ben-Mines
Ben Sweat\Ben-Sweat,1669,2020,Ben Sweat,Ben-Sweat
Benji Michel\Benji-Michel,842,2020,Benji Michel,Benji-Michel
Bill Hamid\Bill-Hamid,1530,2020,Bill Hamid,Bill-Hamid
Bill Tuiloma\Bill-Tuiloma,827,2020,Bill Tuiloma,Bill-Tuiloma
Blaise Matuidi\Blaise-Matuidi,1272,2020,Blaise Matuidi,Blaise-Matuidi
Bobby Edwards\Bobby-Edwards,180,2020,Bobby Edwards,Bobby-Edwards
Bobby Shuttleworth\Bobby-Shuttleworth,1530,2020,Bobby Shuttleworth,Bobby-Shuttleworth
Bojan Krkić\Bojan-Krkic,1155,2020,Bojan Krkić,Bojan-Krkic
Boniek García\Boniek-Garcia,824,2020,Boniek García,Boniek-Garcia
Boris Sekulić\Boris-Sekulic,1820,2020,Boris Sekulić,Boris-Sekulic
Brad Guzan\Brad-Guzan,2070,2020,Brad Guzan,Brad-Guzan
Brad Knighton\Brad-Knighton,90,2020,Brad Knighton,Brad-Knighton
Brad Smith\Brad-Smith,150,2020,Brad Smith,Brad-Smith
Bradley Wright-Phillips\Bradley-Wright-Phillips,1068,2020,Bradley Wright-Phillips,Bradley-Wright-Phillips
Braian Galván\Braian-Galvan,248,2020,Braian Galván,Braian-Galvan
Brandon Bye\Brandon-Bye,1636,2020,Brandon Bye,Brandon-Bye
Brandon Servania\Brandon-Servania,402,2020,Brandon Servania,Brandon-Servania
Brandon Vazquez\Brandon-Vazquez,781,2020,Brandon Vazquez,Brandon-Vazquez
Brandt Bronico\Brandt-Bronico,280,2020,Brandt Bronico,Brandt-Bronico
Brayan Beckeles\Brayan-Beckeles,72,2020,Brayan Beckeles,Brayan-Beckeles
Brek Shea\Brek-Shea,632,2020,Brek Shea,Brek-Shea
Brenden Aaronson\Brenden-Aaronson,1904,2020,Brenden Aaronson,Brenden-Aaronson
Brent Kallman\Brent-Kallman,271,2020,Brent Kallman,Brent-Kallman
Bressan\Bressan,1173,2020,Bressan,Bressan
Brian Anunga\Brian-Anunga,780,2020,Brian Anunga,Brian-Anunga
Brian Gutiérrez\Brian-Gutierrez,33,2020,Brian Gutiérrez,Brian-Gutierrez
Brian Rodríguez\Brian-Rodriguez,1439,2020,Brian Rodríguez,Brian-Rodriguez
Brian Rowe\Brian-Rowe,360,2020,Brian Rowe,Brian-Rowe
Brian White\Brian-White,871,2020,Brian White,Brian-White
Brooks Lennon\Brooks-Lennon,1752,2020,Brooks Lennon,Brooks-Lennon
Bryan Acosta\Bryan-Acosta,752,2020,Bryan Acosta,Bryan-Acosta
Bryan Meredith\Bryan-Meredith,270,2020,Bryan Meredith,Bryan-Meredith
Bryan Reynolds\Bryan-Reynolds,1269,2020,Bryan Reynolds,Bryan-Reynolds
Bryce Duke\Bryce-Duke,241,2020,Bryce Duke,Bryce-Duke
C.J. Sapong\CJ-Sapong,477,2020,C.J. Sapong,CJ-Sapong
Cade Cowell\Cade-Cowell,475,2020,Cade Cowell,Cade-Cowell
Caden Clark\Caden-Clark,279,2020,Caden Clark,Caden-Clark
Caleb Stanko\Caleb-Stanko,472,2020,Caleb Stanko,Caleb-Stanko
Cameron Duke\Cameron-Duke,221,2020,Cameron Duke,Cameron-Duke
Cameron Dunbar\Cameron-Dunbar,84,2020,Cameron Dunbar,Cameron-Dunbar
Carles Gil\Carles-Gil,366,2020,Carles Gil,Carles-Gil
Carlos Fierro\Carlos-Fierro,959,2020,Carlos Fierro,Carlos-Fierro
Carlos Harvey\Carlos-Harvey,109,2020,Carlos Harvey,Carlos-Harvey
Carlos Terán\Carlos-Teran,16,2020,Carlos Terán,Carlos-Teran
Carlos Vela\Carlos-Vela,424,2020,Carlos Vela,Carlos-Vela
Chase Gasper\Chase-Gasper,1491,2020,Chase Gasper,Chase-Gasper
Chris Cadden\Chris-Cadden,354,2020,Chris Cadden,Chris-Cadden
Chris Duvall\Chris-Duvall,744,2020,Chris Duvall,Chris-Duvall
Chris Mavinga\Chris-Mavinga,1514,2020,Chris Mavinga,Chris-Mavinga
Chris Mueller\Chris-Mueller,1465,2020,Chris Mueller,Chris-Mueller
Chris Odoi-Atsem\Chris-Odoi-Atsem,772,2020,Chris Odoi-Atsem,Chris-Odoi-Atsem
Chris Seitz\Chris-Seitz,540,2020,Chris Seitz,Chris-Seitz
Chris Wondolowski\Chris-Wondolowski,1276,2020,Chris Wondolowski,Chris-Wondolowski
Christian Makoun\Christian-Makoun,187,2020,Christian Makoun,Christian-Makoun
Christian Ramirez\Christian-Ramirez,675,2020,Christian Ramirez,Christian-Ramirez
Christian Torres\Christian-Torres,215,2020,Christian Torres,Christian-Torres
Christopher Garcia\Christopher-Garcia,1,2020,Christopher Garcia,Christopher-Garcia
Clement Bayiha\Clement-Bayiha,69,2020,Clement Bayiha,Clement-Bayiha
Clint Irwin\Clint-Irwin,360,2020,Clint Irwin,Clint-Irwin
Clément Diop\Clement-Diop,1800,2020,Clément Diop,Clement-Diop
Cole Bassett\Cole-Bassett,979,2020,Cole Bassett,Cole-Bassett
Cole Turner\Cole-Turner,4,2020,Cole Turner,Cole-Turner
Collen Warner\Collen-Warner,263,2020,Collen Warner,Collen-Warner
Connor Sparrow\Connor-Sparrow,90,2020,Connor Sparrow,Connor-Sparrow
Corey Baird\Corey-Baird,1528,2020,Corey Baird,Corey-Baird
Cory Burke\Cory-Burke,115,2020,Cory Burke,Cory-Burke
Cristhian Paredes\Cristhian-Paredes,823,2020,Cristhian Paredes,Cristhian-Paredes
Cristian Cásseres Jr.\Cristian-Casseres-Jr,1313,2020,Cristian Cásseres Jr.,Cristian-Casseres-Jr
Cristian Espinoza\Cristian-Espinoza,1798,2020,Cristian Espinoza,Cristian-Espinoza
Cristian Pavón\Cristian-Pavon,1980,2020,Cristian Pavón,Cristian-Pavon
Cristian Penilla\Cristian-Penilla,964,2020,Cristian Penilla,Cristian-Penilla
Cristian Roldan\Cristian-Roldan,1889,2020,Cristian Roldan,Cristian-Roldan
Cristián Dajome\Cristian-Dajome,1597,2020,Cristián Dajome,Cristian-Dajome
Cristián Gutiérrez\Cristian-Gutierrez,666,2020,Cristián Gutiérrez,Cristian-Gutierrez
Dairon Asprilla\Dairon-Asprilla,49,2020,Dairon Asprilla,Dairon-Asprilla
Damiano Pecile\Damiano-Pecile,1,2020,Damiano Pecile,Damiano-Pecile
Damir Kreilach\Damir-Kreilach,1767,2020,Damir Kreilach,Damir-Kreilach
Daniel Armando Ríos\Daniel-Armando-Rios,701,2020,Daniel Armando Ríos,Daniel-Armando-Rios
Daniel Lovitz\Daniel-Lovitz,1890,2020,Daniel Lovitz,Daniel-Lovitz
Daniel Musovski\Daniel-Musovski,638,2020,Daniel Musovski,Daniel-Musovski
Daniel Royer\Daniel-Royer,1350,2020,Daniel Royer,Daniel-Royer
Daniel Steres\Daniel-Steres,1800,2020,Daniel Steres,Daniel-Steres
Danilo da Silva\Danilo-da-Silva,38,2020,Danilo da Silva,Danilo-da-Silva
Danny Hoesen\Danny-Hoesen,252,2020,Danny Hoesen,Danny-Hoesen
Danny Leyva\Danny-Leyva,57,2020,Danny Leyva,Danny-Leyva
Danny Wilson\Danny-Wilson,740,2020,Danny Wilson,Danny-Wilson
Dante Sealy\Dante-Sealy,53,2020,Dante Sealy,Dante-Sealy
Dario Župarić\Dario-Zuparic,1611,2020,Dario Župarić,Dario-Zuparic
Darlington Nagbe\Darlington-Nagbe,1195,2020,Darlington Nagbe,Darlington-Nagbe
Darwin Cerén\Darwin-Ceren,1531,2020,Darwin Cerén,Darwin-Ceren
Darwin Quintero\Darwin-Quintero,1682,2020,Darwin Quintero,Darwin-Quintero
Daryl Dike\Daryl-Dike,1217,2020,Daryl Dike,Daryl-Dike
David Accam\David-Accam,207,2020,David Accam,David-Accam
David Bingham\David-Bingham,1620,2020,David Bingham,David-Bingham
David Jensen\David-Jensen,929,2020,David Jensen,David-Jensen
David Loera\David-Loera,16,2020,David Loera,David-Loera
David Ochoa\David-Ochoa,90,2020,David Ochoa,David-Ochoa
David Romney\David-Romney,2070,2020,David Romney,David-Romney
Dax McCarty\Dax-McCarty,1677,2020,Dax McCarty,Dax-McCarty
Dayne St. Clair\Dayne-St-Clair,1170,2020,Dayne St. Clair,Dayne-St-Clair
DeJuan Jones\DeJuan-Jones,1134,2020,DeJuan Jones,DeJuan-Jones
Dejan Jakovic\Dejan-Jakovic,1075,2020,Dejan Jakovic,Dejan-Jakovic
Derek Cornelius\Derek-Cornelius,1013,2020,Derek Cornelius,Derek-Cornelius
Derrick Etienne\Derrick-Etienne,897,2020,Derrick Etienne,Derrick-Etienne
Derrick Jones\Derrick-Jones,909,2020,Derrick Jones,Derrick-Jones
Diedie Traoré\Diedie-Traore,91,2020,Diedie Traoré,Diedie-Traore
Diego Chará\Diego-Chara,1798,2020,Diego Chará,Diego-Chara
Diego Fagúndez\Diego-Fagundez,970,2020,Diego Fagúndez,Diego-Fagundez
Diego Palacios\Diego-Palacios,1223,2020,Diego Palacios,Diego-Palacios
Diego Rossi\Diego-Rossi,1696,2020,Diego Rossi,Diego-Rossi
Diego Rubio\Diego-Rubio,1037,2020,Diego Rubio,Diego-Rubio
Diego Valeri\Diego-Valeri,1622,2020,Diego Valeri,Diego-Valeri
Djordje Mihailovic\Djordje-Mihailovic,1166,2020,Djordje Mihailovic,Djordje-Mihailovic
Dom Dwyer\Dom-Dwyer,122,2020,Dom Dwyer,Dom-Dwyer
Dominique Badji\Dominique-Badji,743,2020,Dominique Badji,Dominique-Badji
Donny Toia\Donny-Toia,1673,2020,Donny Toia,Donny-Toia
Donovan Pines\Donovan-Pines,1354,2020,Donovan Pines,Donovan-Pines
Douglas Martinez\Douglas-Martinez,836,2020,Douglas Martinez,Douglas-Martinez
Drew Moor\Drew-Moor,490,2020,Drew Moor,Drew-Moor
Dru Yearwood\Dru-Yearwood,609,2020,Dru Yearwood,Dru-Yearwood
Dylan Nealis\Dylan-Nealis,1107,2020,Dylan Nealis,Dylan-Nealis
Dániel Sallói\Daniel-Salloi,169,2020,Dániel Sallói,Daniel-Salloi
Eddie Segura\Eddie-Segura,1884,2020,Eddie Segura,Eddie-Segura
Edgar Castillo\Edgar-Castillo,146,2020,Edgar Castillo,Edgar-Castillo
Edison Flores\Edison-Flores,868,2020,Edison Flores,Edison-Flores
Eduard Atuesta\Eduard-Atuesta,1326,2020,Eduard Atuesta,Eduard-Atuesta
Edwin Cerrillo\Edwin-Cerrillo,19,2020,Edwin Cerrillo,Edwin-Cerrillo
Efrain Alvarez\Efrain-Alvarez,724,2020,Efrain Alvarez,Efrain-Alvarez
Elliot Collier\Elliot-Collier,534,2020,Elliot Collier,Elliot-Collier
Eloy Room\Eloy-Room,1510,2020,Eloy Room,Eloy-Room
Ema Twumasi\Ema-Twumasi,38,2020,Ema Twumasi,Ema-Twumasi
Emanuel Maciel\Emanuel-Maciel,775,2020,Emanuel Maciel,Emanuel-Maciel
Emanuel Reynoso\Emanuel-Reynoso,827,2020,Emanuel Reynoso,Emanuel-Reynoso
Emerson Hyndman\Emerson-Hyndman,1381,2020,Emerson Hyndman,Emerson-Hyndman
Emil Cuello\Emil-Cuello,239,2020,Emil Cuello,Emil-Cuello
Emiliano Insúa\Emiliano-Insua,1884,2020,Emiliano Insúa,Emiliano-Insua
Emmanuel Boateng\Emmanuel-Boateng,328,2020,Emmanuel Boateng,Emmanuel-Boateng
Eric Calvillo\Eric-Calvillo,189,2020,Eric Calvillo,Eric-Calvillo
Eric Miller\Eric-Miller,436,2020,Eric Miller,Eric-Miller
Eric Remedi\Eric-Remedi,1159,2020,Eric Remedi,Eric-Remedi
Erick Torres\Erick-Torres,498,2020,Erick Torres,Erick-Torres
Erickson Gallardo\Erickson-Gallardo,163,2020,Erickson Gallardo,Erickson-Gallardo
Erik Duenas\Erik-Duenas,36,2020,Erik Duenas,Erik-Duenas
Erik Godoy\Erik-Godoy,938,2020,Erik Godoy,Erik-Godoy
Erik Holt\Erik-Holt,385,2020,Erik Holt,Erik-Holt
Erik Hurtado\Erik-Hurtado,381,2020,Erik Hurtado,Erik-Hurtado
Erik Sorga\Erik-Sorga,676,2020,Erik Sorga,Erik-Sorga
Eriq Zavaleta\Eriq-Zavaleta,282,2020,Eriq Zavaleta,Eriq-Zavaleta
Eryk Williamson\Eryk-Williamson,1412,2020,Eryk Williamson,Eryk-Williamson
Ethan Dobbelaere\Ethan-Dobbelaere,53,2020,Ethan Dobbelaere,Ethan-Dobbelaere
Ethan Finlay\Ethan-Finlay,955,2020,Ethan Finlay,Ethan-Finlay
Ethan Zubak\Ethan-Zubak,783,2020,Ethan Zubak,Ethan-Zubak
Evan Bush\Evan-Bush,720,2020,Evan Bush,Evan-Bush
Everton Luiz\Everton-Luiz,919,2020,Everton Luiz,Everton-Luiz
Ezequiel Barco\Ezequiel-Barco,1033,2020,Ezequiel Barco,Ezequiel-Barco
Fabian Herbers\Fabian-Herbers,1356,2020,Fabian Herbers,Fabian-Herbers
Fafà Picault\Fafa-Picault,1037,2020,Fafà Picault,Fafa-Picault
Fanendo Adi\Fanendo-Adi,181,2020,Fanendo Adi,Fanendo-Adi
Fatai Alashe\Fatai-Alashe,463,2020,Fatai Alashe,Fatai-Alashe
Federico Higuaín\Federico-Higuain,189,2020,Federico Higuaín,Federico-Higuain
Felipe Hernandez\Felipe-Hernandez,783,2020,Felipe Hernandez,Felipe-Hernandez
Felipe Mora\Felipe-Mora,1203,2020,Felipe Mora,Felipe-Mora
Felipe\Felipe,630,2020,Felipe,Felipe
Fernando Meza\Fernando-Meza,1072,2020,Fernando Meza,Fernando-Meza
Florian Jungwirth\Florian-Jungwirth,1610,2020,Florian Jungwirth,Florian-Jungwirth
Florian Valot\Florian-Valot,1506,2020,Florian Valot,Florian-Valot
Foster Langsdorf\Foster-Langsdorf,11,2020,Foster Langsdorf,Foster-Langsdorf
Francisco Calvo\Francisco-Calvo,1909,2020,Francisco Calvo,Francisco-Calvo
Francisco Ginella\Francisco-Ginella,1159,2020,Francisco Ginella,Francisco-Ginella
Franco Escobar\Franco-Escobar,1375,2020,Franco Escobar,Franco-Escobar
Franco Jara\Franco-Jara,1380,2020,Franco Jara,Franco-Jara
Frankie Amaya\Frankie-Amaya,1733,2020,Frankie Amaya,Frankie-Amaya
Franko Kovačević\Franko-Kovacevic,90,2020,Franko Kovačević,Franko-Kovacevic
Fredy Montero\Fredy-Montero,1059,2020,Fredy Montero,Fredy-Montero
Frédéric Brillant\Frederic-Brillant,1680,2020,Frédéric Brillant,Frederic-Brillant
Gadi Kinda\Gadi-Kinda,1386,2020,Gadi Kinda,Gadi-Kinda
Gary Mackay-Steven\Gary-Mackay-Steven,958,2020,Gary Mackay-Steven,Gary-Mackay-Steven
Gastón Giménez\Gaston-Gimenez,1558,2020,Gastón Giménez,Gaston-Gimenez
Gedion Zelalem\Gedion-Zelalem,15,2020,Gedion Zelalem,Gedion-Zelalem
Gelmin Rivas\Gelmin-Rivas,503,2020,Gelmin Rivas,Gelmin-Rivas
George Bello\George-Bello,1643,2020,George Bello,George-Bello
George Campbell\George-Campbell,47,2020,George Campbell,George-Campbell
Gerso Fernandes\Gerso-Fernandes,821,2020,Gerso Fernandes,Gerso-Fernandes
Giancarlo González\Giancarlo-Gonzalez,754,2020,Giancarlo González,Giancarlo-Gonzalez
Gianluca Busio\Gianluca-Busio,1272,2020,Gianluca Busio,Gianluca-Busio
Gilbert Fuentes\Gilbert-Fuentes,6,2020,Gilbert Fuentes,Gilbert-Fuentes
Giuseppe Rossi\Giuseppe-Rossi,174,2020,Giuseppe Rossi,Giuseppe-Rossi
Gonzalo Higuaín\Gonzalo-Higuain,801,2020,Gonzalo Higuaín,Gonzalo-Higuain
Gonzalo Nicolás Martínez\Gonzalo-Nicolas-Martinez,588,2020,Gonzalo Nicolás Martínez,Gonzalo-Nicolas-Martinez
Gordon Wild\Gordon-Wild,33,2020,Gordon Wild,Gordon-Wild
Graham Smith\Graham-Smith,315,2020,Graham Smith,Graham-Smith
Graham Zusi\Graham-Zusi,1224,2020,Graham Zusi,Graham-Zusi
Greg Garza\Greg-Garza,510,2020,Greg Garza,Greg-Garza
Greg Ranjitsingh\Greg-Ranjitsingh,270,2020,Greg Ranjitsingh,Greg-Ranjitsingh
Griffin Dorsey\Griffin-Dorsey,5,2020,Griffin Dorsey,Griffin-Dorsey
Griffin Yow\Griffin-Yow,391,2020,Griffin Yow,Griffin-Yow
Guram Kashia\Guram-Kashia,485,2020,Guram Kashia,Guram-Kashia
Gustav Svensson\Gustav-Svensson,955,2020,Gustav Svensson,Gustav-Svensson
Gustavo Bou\Gustavo-Bou,1330,2020,Gustavo Bou,Gustavo-Bou
Guðmundur Þórarinsson\Gudmundur-Thorarinsson,689,2020,Guðmundur Þórarinsson,Gudmundur-Thorarinsson
Gyasi Zardes\Gyasi-Zardes,1711,2020,Gyasi Zardes,Gyasi-Zardes
Handwalla Bwana\Handwalla-Bwana,221,2020,Handwalla Bwana,Handwalla-Bwana
Hany Mukhtar\Hany-Mukhtar,1088,2020,Hany Mukhtar,Hany-Mukhtar
Haris Medunjanin\Haris-Medunjanin,1729,2020,Haris Medunjanin,Haris-Medunjanin
Harold Santiago Mosquera\Harold-Santiago-Mosquera,413,2020,Harold Santiago Mosquera,Harold-Santiago-Mosquera
Harrison Afful\Harrison-Afful,1796,2020,Harrison Afful,Harrison-Afful
Harry Shipp\Harry-Shipp,40,2020,Harry Shipp,Harry-Shipp
Hassani Dotson\Hassani-Dotson,1214,2020,Hassani Dotson,Hassani-Dotson
Hector Jiménez\Hector-Jimenez,375,2020,Hector Jiménez,Hector-Jimenez
Henry Kessler\Henry-Kessler,1824,2020,Henry Kessler,Henry-Kessler
Hwang In-beom\Hwang-In-beom,450,2020,Hwang In-beom,Hwang-In-beom
Héber\Heber,888,2020,Héber,Heber
Ifunanyachi Achara\Ifunanyachi-Achara,89,2020,Ifunanyachi Achara,Ifunanyachi-Achara
Ignacio Aliseda\Ignacio-Aliseda,1399,2020,Ignacio Aliseda,Ignacio-Aliseda
Ike Opara\Ike-Opara,180,2020,Ike Opara,Ike-Opara
Ilie Sánchez\Ilie-Sanchez,1259,2020,Ilie Sánchez,Ilie-Sanchez
Ilsinho\Ilsinho,638,2020,Ilsinho,Ilsinho
Ismael Tajouri-Shradi\Ismael-Tajouri-Shradi,674,2020,Ismael Tajouri-Shradi,Ismael-Tajouri-Shradi
J.T. Marcinkowski\JT-Marcinkowski,990,2020,J.T. Marcinkowski,JT-Marcinkowski
JJ Williams\JJ-Williams,7,2020,JJ Williams,JJ-Williams
Jack De Vries\Jack-De-Vries,15,2020,Jack De Vries,Jack-De-Vries
Jack Elliott\Jack-Elliott,983,2020,Jack Elliott,Jack-Elliott
Jack Maher\Jack-Maher,126,2020,Jack Maher,Jack-Maher
Jack Price\Jack-Price,1317,2020,Jack Price,Jack-Price
Jack Skahan\Jack-Skahan,12,2020,Jack Skahan,Jack-Skahan
Jackson Yueill\Jackson-Yueill,1860,2020,Jackson Yueill,Jackson-Yueill
Jacob Akanyirige\Jacob-Akanyirige,68,2020,Jacob Akanyirige,Jacob-Akanyirige
Jacob Shaffelburg\Jacob-Shaffelburg,128,2020,Jacob Shaffelburg,Jacob-Shaffelburg
Jacori Hayes\Jacori-Hayes,600,2020,Jacori Hayes,Jacori-Hayes
Jahkeele Marshall-Rutty\Jahkeele-Marshall-Rutty,19,2020,Jahkeele Marshall-Rutty,Jahkeele-Marshall-Rutty
Jake Mulraney\Jake-Mulraney,710,2020,Jake Mulraney,Jake-Mulraney
Jake Nerwinski\Jake-Nerwinski,1698,2020,Jake Nerwinski,Jake-Nerwinski
Jakob Glesnes\Jakob-Glesnes,1494,2020,Jakob Glesnes,Jakob-Glesnes
Jalil Anibaba\Jalil-Anibaba,588,2020,Jalil Anibaba,Jalil-Anibaba
James Musa\James-Musa,158,2020,James Musa,James-Musa
James Pantemis\James-Pantemis,270,2020,James Pantemis,James-Pantemis
James Sands\James-Sands,1405,2020,James Sands,James-Sands
Jamiro Monteiro\Jamiro-Monteiro,1939,2020,Jamiro Monteiro,Jamiro-Monteiro
Janio Bikel\Janio-Bikel,944,2020,Janio Bikel,Janio-Bikel
Jared Stroud\Jared-Stroud,925,2020,Jared Stroud,Jared-Stroud
Jarosław Niezgoda\Jaroslaw-Niezgoda,606,2020,Jarosław Niezgoda,Jaroslaw-Niezgoda
Jason Pendant\Jason-Pendant,1614,2020,Jason Pendant,Jason-Pendant
Jasser Khemiri\Jasser-Khemiri,386,2020,Jasser Khemiri,Jasser-Khemiri
Javier Hernández\Javier-Hernandez,759,2020,Javier Hernández,Javier-Hernandez
Jay Chapman\Jay-Chapman,204,2020,Jay Chapman,Jay-Chapman
Jayden Nelson\Jayden-Nelson,146,2020,Jayden Nelson,Jayden-Nelson
Jaylin Lindsey\Jaylin-Lindsey,1060,2020,Jaylin Lindsey,Jaylin-Lindsey
